countsJava[] = 50692
countsTotal[] = 699331
projectsWithUnsafe[Amiga Development Tools (adtools)][An effort to unify the development of patches against binutils, gdb, and GCC to support all kind of AmigaOS target platforms (AmigaOS, MorphOS, AROS, etc). Another target is to achieve an integration of these patches to the official development projects.][http://sourceforge.net/projects/adtools][/branches/gcc/4.2.4-to-4.4.2-merge-branch/libjava/classpath/external/jsr166/java/util/concurrent/atomic/AtomicLongArray.java][java.util.concurrent.atomic][set][putLongVolatile][466][1142463991748000][1343541127691000][14911381] = 1
projectsWithUnsafe[Amiga Development Tools (adtools)][An effort to unify the development of patches against binutils, gdb, and GCC to support all kind of AmigaOS target platforms (AmigaOS, MorphOS, AROS, etc). Another target is to achieve an integration of these patches to the official development projects.][http://sourceforge.net/projects/adtools][/branches/gcc/4.2.4-to-4.4.2-merge-branch/libjava/classpath/external/jsr166/java/util/concurrent/atomic/AtomicLongArray.java][java.util.concurrent.atomic][toString][arrayBaseOffset][466][1142463991748000][1343541127691000][14911381] = 1
projectsWithUnsafe[Amiga Development Tools (adtools)][An effort to unify the development of patches against binutils, gdb, and GCC to support all kind of AmigaOS target platforms (AmigaOS, MorphOS, AROS, etc). Another target is to achieve an integration of these patches to the official development projects.][http://sourceforge.net/projects/adtools][/branches/gcc/4.2.4-to-4.4.2-merge-branch/libjava/classpath/external/jsr166/java/util/concurrent/atomic/AtomicLongArray.java][java.util.concurrent.atomic][toString][arrayIndexScale][466][1142463991748000][1343541127691000][14911381] = 1
projectsWithUnsafe[Amiga Development Tools (adtools)][An effort to unify the development of patches against binutils, gdb, and GCC to support all kind of AmigaOS target platforms (AmigaOS, MorphOS, AROS, etc). Another target is to achieve an integration of these patches to the official development projects.][http://sourceforge.net/projects/adtools][/branches/gcc/4.2.4-to-4.4.2-merge-branch/libjava/classpath/external/jsr166/java/util/concurrent/atomic/AtomicLongFieldUpdater.java][java.util.concurrent.atomic][<init>][objectFieldOffset][466][1142463991748000][1343541127691000][14911381] = 1
projectsWithUnsafe[Amiga Development Tools (adtools)][An effort to unify the development of patches against binutils, gdb, and GCC to support all kind of AmigaOS target platforms (AmigaOS, MorphOS, AROS, etc). Another target is to achieve an integration of these patches to the official development projects.][http://sourceforge.net/projects/adtools][/branches/gcc/4.2.4-to-4.4.2-merge-branch/libjava/classpath/external/jsr166/java/util/concurrent/atomic/AtomicLongFieldUpdater.java][java.util.concurrent.atomic][<init>][objectFieldOffset][466][1142463991748000][1343541127691000][14911381] = 1
projectsWithUnsafe[Amiga Development Tools (adtools)][An effort to unify the development of patches against binutils, gdb, and GCC to support all kind of AmigaOS target platforms (AmigaOS, MorphOS, AROS, etc). Another target is to achieve an integration of these patches to the official development projects.][http://sourceforge.net/projects/adtools][/branches/gcc/4.2.4-to-4.4.2-merge-branch/libjava/classpath/external/jsr166/java/util/concurrent/atomic/AtomicLongFieldUpdater.java][java.util.concurrent.atomic][compareAndSet][compareAndSwapLong][466][1142463991748000][1343541127691000][14911381] = 1
projectsWithUnsafe[Amiga Development Tools (adtools)][An effort to unify the development of patches against binutils, gdb, and GCC to support all kind of AmigaOS target platforms (AmigaOS, MorphOS, AROS, etc). Another target is to achieve an integration of these patches to the official development projects.][http://sourceforge.net/projects/adtools][/branches/gcc/4.2.4-to-4.4.2-merge-branch/libjava/classpath/external/jsr166/java/util/concurrent/atomic/AtomicLongFieldUpdater.java][java.util.concurrent.atomic][compareAndSet][getLong][466][1142463991748000][1343541127691000][14911381] = 1
projectsWithUnsafe[Amiga Development Tools (adtools)][An effort to unify the development of patches against binutils, gdb, and GCC to support all kind of AmigaOS target platforms (AmigaOS, MorphOS, AROS, etc). Another target is to achieve an integration of these patches to the official development projects.][http://sourceforge.net/projects/adtools][/branches/gcc/4.2.4-to-4.4.2-merge-branch/libjava/classpath/external/jsr166/java/util/concurrent/atomic/AtomicLongFieldUpdater.java][java.util.concurrent.atomic][compareAndSet][putLong][466][1142463991748000][1343541127691000][14911381] = 1
projectsWithUnsafe[Amiga Development Tools (adtools)][An effort to unify the development of patches against binutils, gdb, and GCC to support all kind of AmigaOS target platforms (AmigaOS, MorphOS, AROS, etc). Another target is to achieve an integration of these patches to the official development projects.][http://sourceforge.net/projects/adtools][/branches/gcc/4.2.4-to-4.4.2-merge-branch/libjava/classpath/external/jsr166/java/util/concurrent/atomic/AtomicLongFieldUpdater.java][java.util.concurrent.atomic][get][getLongVolatile][466][1142463991748000][1343541127691000][14911381] = 1
projectsWithUnsafe[Amiga Development Tools (adtools)][An effort to unify the development of patches against binutils, gdb, and GCC to support all kind of AmigaOS target platforms (AmigaOS, MorphOS, AROS, etc). Another target is to achieve an integration of these patches to the official development projects.][http://sourceforge.net/projects/adtools][/branches/gcc/4.2.4-to-4.4.2-merge-branch/libjava/classpath/external/jsr166/java/util/concurrent/atomic/AtomicLongFieldUpdater.java][java.util.concurrent.atomic][get][getLong][466][1142463991748000][1343541127691000][14911381] = 1
